index,X1,X2,X3
539,0,1.62945E-06,8.37885E-06
540,0,1.62991E-06,8.40158E-06
541,0,1.6304E-06,8.42654E-06
542,0,1.63093E-06,8.45568E-06
543,0,1.63152E-06,8.48928E-06
544,0,1.63215E-06,8.48377E-06
545,0,1.63284E-06,8.46783E-06
546,0,1.63358E-06,8.45101E-06
547,0,1.63444E-06,8.43262E-06
548,0,1.63542E-06,8.41288E-06
549,0,1.63651E-06,8.39197E-06
550,0,1.6377E-06,8.37574E-06
551,0,1.63899E-06,8.36977E-06
552,0,1.64044E-06,8.34535E-06
553,0,1.64207E-06,8.32198E-06
554,0,1.64386E-06,8.30081E-06
555,0,1.64585E-06,8.28297E-06
556,0,1.64805E-06,8.26954E-06
557,0,1.65049E-06,8.25931E-06
558,0,1.65321E-06,8.25276E-06
559,0,1.65621E-06,8.25107E-06
560,0,1.65952E-06,8.25402E-06
561,0,1.66315E-06,8.26295E-06
562,0,1.66695E-06,8.27468E-06
563,0,1.67092E-06,8.28933E-06
564,0,1.67506E-06,8.28151E-06
565,0,1.67938E-06,8.22673E-06
566,0,1.68386E-06,8.22486E-06
567,0,1.68825E-06,8.21425E-06
568,0,1.69254E-06,8.1311E-06
569,0,1.69674E-06,8.10757E-06
570,0,1.70085E-06,8.1169E-06
571,0,1.70486E-06,8.05625E-06
572,0,1.70862E-06,8.01234E-06
573,0,1.71212E-06,7.95396E-06
574,0,1.71538E-06,7.94942E-06
575,0,1.71839E-06,8.01159E-06
576,0,1.72117E-06,8.06892E-06
577,0,1.72375E-06,8.08504E-06
578,0,1.72614E-06,8.13746E-06
579,0,1.72833E-06,8.1272E-06
580,0,1.73035E-06,8.11707E-06
581,0,1.73219E-06,8.10794E-06
582,0,1.73391E-06,8.09933E-06
583,0,1.73551E-06,8.09122E-06
584,0,1.73698E-06,8.08361E-06
585,0,1.73833E-06,8.07615E-06
586,0,1.73957E-06,8.06904E-06
587,0,1.74077E-06,8.07421E-06
588,0,1.74194E-06,8.08888E-06
589,0,1.74309E-06,8.10272E-06
590,0,1.74421E-06,8.11576E-06
591,0,1.7453E-06,8.12224E-06
592,0,1.74643E-06,8.0989E-06
593,0,1.74761E-06,8.07475E-06
594,0,1.74883E-06,8.04977E-06
595,0,1.7501E-06,8.02396E-06
596,0,1.75141E-06,8.00034E-06
597,0,1.75284E-06,7.99185E-06
598,0,1.75439E-06,7.98262E-06
599,0,1.75606E-06,7.97262E-06
600,0,1.75786E-06,7.96185E-06
601,0,1.75978E-06,7.95031E-06
602,0,1.76186E-06,7.93797E-06
603,0,1.7641E-06,7.92483E-06
604,0,1.7665E-06,7.91089E-06
605,0,1.76906E-06,7.96698E-06
606,0,1.77179E-06,8.0484E-06
607,0,1.77464E-06,8.03263E-06
608,0,1.7776E-06,8.01464E-06
609,0,1.78069E-06,8.01224E-06
610,0,1.78389E-06,8.05056E-06
611,0,1.78721E-06,8.08726E-06
612,0,1.79061E-06,8.13487E-06
613,0,1.79409E-06,8.18448E-06
614,0,1.79766E-06,8.23395E-06
615,0,1.8013E-06,8.28448E-06
616,0,1.80503E-06,8.33828E-06
617,0,1.80883E-06,8.39208E-06
618,0,1.81269E-06,8.44689E-06
619,0,1.81662E-06,8.50369E-06
620,0,1.82061E-06,8.55891E-06
621,0,1.82466E-06,8.61489E-06
622,0,1.82886E-06,8.60834E-06
623,0,1.83319E-06,8.65255E-06
624,0,1.83767E-06,8.68123E-06
625,0,1.84228E-06,8.70005E-06
626,0,1.84703E-06,8.72188E-06
627,0,1.85197E-06,8.76453E-06
628,0,1.85709E-06,8.87161E-06
629,0,1.8624E-06,8.91594E-06
630,0,1.86789E-06,8.93803E-06
631,0,1.87356E-06,8.96062E-06
632,0,1.87938E-06,9.02944E-06
633,0,1.88536E-06,9.11684E-06
634,0,1.89148E-06,9.21862E-06
635,0,1.89775E-06,9.32147E-06
636,0,1.90417E-06,9.37578E-06
637,0,1.91064E-06,9.3687E-06
638,0,1.91715E-06,9.36124E-06
639,0,1.9237E-06,9.36184E-06
640,0,1.93029E-06,9.47793E-06
641,0,1.93692E-06,9.60811E-06
642,0,1.94345E-06,9.67985E-06
643,0,1.94987E-06,9.80603E-06
644,0,1.95617E-06,9.88176E-06
645,0,1.96234E-06,9.95201E-06
646,0,1.96838E-06,9.99614E-06
647,0,1.9742E-06,1.0033E-05
648,0,1.97977E-06,1.00785E-05
649,0,1.98511E-06,1.01292E-05
650,0,1.99022E-06,1.01791E-05
651,0,1.9951E-06,1.02351E-05
652,0,1.99972E-06,1.03183E-05
653,0,2.00407E-06,1.03881E-05
654,0,2.00814E-06,1.04773E-05
655,0,2.01192E-06,1.05489E-05
656,0,2.01539E-06,1.06143E-05
657,0,2.01854E-06,1.06713E-05
658,0,2.02136E-06,1.06881E-05
659,0,2.02383E-06,1.06998E-05
660,0,2.02593E-06,1.07073E-05
661,0,2.02764E-06,1.07243E-05
662,0,2.02918E-06,1.07479E-05
663,0,2.03055E-06,1.07767E-05
664,0,2.03175E-06,1.08093E-05
665,0,2.03278E-06,1.08373E-05
666,0,2.03364E-06,1.08608E-05
667,0,2.03461E-06,1.0888E-05
668,0,2.03571E-06,1.08928E-05
669,0,2.03693E-06,1.08962E-05
670,0,2.03828E-06,1.08999E-05
671,0,2.03974E-06,1.091E-05
672,0,2.04156E-06,1.09388E-05
673,0,2.04372E-06,1.0972E-05
674,0,2.04622E-06,1.10091E-05
675,0,2.04906E-06,1.1051E-05
676,0,2.05222E-06,1.10169E-05
677,0,2.05577E-06,1.09784E-05
678,0,2.0597E-06,1.09537E-05
679,0,2.06399E-06,1.09657E-05
680,0,2.06865E-06,1.10547E-05
681,0,2.07368E-06,1.11649E-05
682,0,2.07906E-06,1.12063E-05
683,0,2.08481E-06,1.13654E-05
684,0,2.09095E-06,1.14409E-05
685,0,2.09749E-06,1.14348E-05
686,0,2.10446E-06,1.14273E-05
687,0,2.11171E-06,1.14646E-05
688,0,2.11927E-06,1.15667E-05
689,0,2.12714E-06,1.16599E-05
690,0,2.13533E-06,1.17139E-05
691,0,2.14386E-06,1.18366E-05
692,0,2.15254E-06,1.19596E-05
693,0,2.16136E-06,1.20822E-05
694,0,2.17034E-06,1.22005E-05
695,0,2.17946E-06,1.23567E-05
696,0,2.18872E-06,1.25259E-05
697,0,2.19816E-06,1.26969E-05
